Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
5/12/11,0,66.6,76.8,87,67.2,1.48,20.59
5/13/11,0.19,63.8,74,84.1,63.7,1.33,21.07
5/14/11,0,59.6,68.9,78.2,59.8,1.27,15.38
5/15/11,0.26,53.2,61.8,70.5,55,0.49,8.95
5/16/11,0.17,44.2,50.3,56.4,48.4,0.16,2.18
5/17/11,0,44.4,52,59.6,40.7,1.04,9.11
5/18/11,0,45.1,48.9,52.6,46.5,0.41,3.14
5/19/11,0.03,52,54.8,57.7,52.7,0.53,2.29
5/20/11,0,53.3,62.4,71.6,54.7,0.54,11.88
5/21/11,0,56.9,67.9,79,57.7,0.61,18.27
5/22/11,0,61.6,71.3,81,63.4,0.3,16.14
5/23/11,0.46,63.7,73.5,83.3,64.4,0.75,17.57
5/24/11,0.35,60,71.4,82.7,61.9,0.35,17.07
5/25/11,0,61.8,70.7,79.6,63.9,0.33,14.18
5/26/11,1.25,61.1,72.4,83.8,65,0.2,16.39
5/27/11,0.09,49.6,60,70.4,55.4,0.06,6.9
5/28/11,0.02,50.6,55.3,60,52.5,0.29,3.95
5/29/11,0,55.5,65,74.6,62.6,0.75,8.89
5/30/11,0,67.4,78,88.7,66.2,1.59,26.34
5/31/11,0,70.9,80.6,90.4,68.5,2.4,26.56
6/1/11,0,71.1,80.8,90.5,69,3.16,26.08
6/2/11,0,59.8,73.3,86.8,55,1.78,31.13
6/3/11,0,63.2,71.3,79.3,58.4,3.3,18.03
6/4/11,0,66.1,74.8,83.5,60,4.38,22.82
6/5/11,0.39,65.6,79.2,92.7,66.9,1.17,28.25
6/6/11,0.01,62,71,79.9,65.6,0.49,15.24
6/7/11,0,66.4,77,87.5,66,1.66,24.08
6/8/11,0,71.5,81.5,91.5,68.5,3.43,27.31
6/9/11,0,72.9,82.3,91.7,68.5,4.55,27.25
6/10/11,0,73.1,80.7,88.3,67,4.08,23.58
6/11/11,1.53,65.7,77.5,89.4,67.6,0.93,23.64
6/12/11,0,60.2,71.2,82.1,65.7,1.27,14.53
6/13/11,0,57.9,66.3,74.7,54.9,2.36,14.69
6/14/11,0,58,67.3,76.7,54.6,1.62,17.86
6/15/11,0.31,60.4,69.3,78.2,55.5,2.79,19.92
6/16/11,1.33,59.8,65.9,72,62.5,0.47,6.43
6/17/11,0,64.1,74.2,84.3,61.1,1.86,24.1
6/18/11,0.33,67.4,76.2,85.1,67,1.12,18.83
6/19/11,0.15,64.7,72,79.2,66.9,0.36,11.65
6/20/11,0.36,65.3,70.8,76.3,67.8,0.32,6.79
6/21/11,0,66.9,72.9,78.8,69.6,0.27,8.24
6/22/11,0.03,68.7,77.1,85.4,69.9,1.35,13.29
6/23/11,0.02,65.6,73.9,82.1,64,2.09,18
6/24/11,0.03,63.2,69.5,75.8,60.7,1.91,11.48
6/25/11,0.03,58.9,65,71.1,59.2,0.78,8.72
6/26/11,0.77,62.3,70.8,79.3,61.9,0.39,16.85
6/27/11,0.34,64.2,69.5,74.7,64.8,0.76,7.35
6/28/11,0.2,65.9,74.3,82.8,68.9,0.58,12.06
6/29/11,0,57.7,69.2,80.7,59.7,0.77,18.86
6/30/11,0,60.2,71.4,82.6,59.5,0.67,22.58
7/1/11,0,63.7,74.5,85.3,63,0.71,23.14
7/2/11,0,67.8,74.9,82.1,67.7,1,14.08
7/3/11,0,69.9,79.6,89.2,70.1,1.45,19.7
7/4/11,0,68.5,78.1,87.7,68.3,1.45,20.06
7/5/11,0,62.5,72.7,82.9,65.7,0.74,15.94
7/6/11,0,64.4,75.6,86.7,64.2,0.79,24.56
7/7/11,0,67.1,77.5,87.9,67,1.19,23.13
7/8/11,0.06,68.4,77.9,87.4,68.6,0.54,21.19
7/9/11,0,66.7,76.2,85.6,67.7,1.29,18.86
7/10/11,0,64.8,76.5,88.3,65.1,0.96,26.76
7/11/11,0,70,79.8,89.6,68.9,1.98,25.51
7/12/11,0,74.3,84.7,95.2,77.2,0.92,23.39
7/13/11,0,70.1,80.9,91.7,70.8,1.86,24.47
7/14/11,0,64.2,74.7,85.2,62.3,2.95,20.99
7/15/11,0,62.9,73.4,83.9,60.6,1.99,22.1
7/16/11,0,64.2,75.4,86.6,62.8,1.21,26.62
7/17/11,0,70.7,79.4,88.1,70,1.44,21.79
7/18/11,0,72.3,81.7,91,72.4,1.36,22.97
7/19/11,0,75.7,83.2,90.7,74.4,2.69,20.95
7/20/11,0,73.9,83.9,93.8,76.3,1.08,22
7/21/11,0,74.4,84.9,95.5,75.8,1.42,24.61
7/22/11,0,76.3,86.6,97,75.8,1.88,32.32
7/23/11,0,76.6,85.5,94.5,75.7,2.22,26.22
7/24/11,0,75.2,84.3,93.4,74.2,2.22,25.55
7/25/11,1.34,70.1,80.7,91.3,72.8,0.53,19.41
7/26/11,0,67.3,77.7,88.1,69.9,0.47,20.53
7/27/11,0,70,80.6,91.2,71.4,0.89,24.63
7/28/11,0,72.8,82.7,92.6,73.2,1.42,25.8
7/29/11,0,74,84.3,94.5,72,2.25,32.1
7/30/11,1.33,71.8,82.6,93.3,72.8,0.76,26.49
7/31/11,0,71.4,80.3,89.2,72.3,1.02,20.62
8/1/11,0,68.1,80.3,92.4,68.5,1.17,31.24
8/2/11,0,68.6,80.8,93,69.3,0.61,30.74
8/3/11,0.01,71.1,82.2,93.3,69.3,1.5,31.86
8/4/11,0,62.9,76.9,90.9,68.7,0.71,22.87
8/5/11,0,65.4,77.4,89.3,66.8,0.43,26.98
8/6/11,0.05,70.2,79,87.8,70.5,0.59,20.51
8/7/11,0.46,71.7,79.9,88.1,73.1,0.49,17.64
8/8/11,0,69.9,80,90.1,72.1,0.84,20.14
8/9/11,0.08,69.1,78.9,88.8,69.7,1.11,21.25
8/10/11,0.22,64.4,75.3,86.3,64.9,1.38,22.38
8/11/11,0,56.4,68.5,80.7,57.5,1.08,20.65
8/12/11,0,56,68.3,80.6,53.8,1.43,22.52
8/13/11,0,59.1,70.8,82.6,58,1.01,23.54
8/14/11,0.13,61.6,74.1,86.6,63.9,0.32,22.61
8/15/11,0.1,60.1,67.6,75.2,62.3,0.19,9.79
8/16/11,0,57.4,69.3,81.2,59.3,0.74,19.42
8/17/11,0,58.6,70.5,82.4,59.1,0.63,21.85
8/18/11,0,61,73.8,86.5,62.8,0,25.43
8/19/11,0,63.7,76.6,89.4,65.5,0.76,25.07
8/20/11,0,64.2,74.2,84.2,67.1,0.28,15.9
8/21/11,0.04,65.2,75.3,85.4,69.2,0.24,18.09
8/22/11,0.07,58.7,73.5,88.3,64.8,0.59,23.43
8/23/11,0,58.7,71.1,83.6,58,0.95,24.47
8/24/11,0.17,62.4,74.1,85.8,61,1.27,25.49
8/25/11,0.07,65,79.1,93.3,68.6,3.29,26.99
8/26/11,0,61,73.1,85.3,60.5,1.07,24.41
8/27/11,0,58.7,72.4,86.1,59.9,0.92,26.08
8/28/11,0,59.7,73.1,86.4,62,1.25,25.01
8/29/11,0,57.4,69.6,81.8,55.9,0.97,23.77
8/30/11,0,54.1,68.3,82.6,52.5,1.6,25.53
8/31/11,0.02,56.5,70.2,83.9,54.7,1.48,27.53
9/1/11,0,65.4,79.5,93.6,63.8,2.59,35.12
9/2/11,0,70,83.6,97.2,66.2,3.3,39.36
9/3/11,0,69.9,83.9,97.9,65.5,2.68,42.69
9/4/11,0.25,69,83.7,98.4,66.3,1.42,43.56
9/5/11,0,58.3,67.5,76.8,61.1,1.52,10.14
9/6/11,0,51.1,58,64.9,47.6,2.43,9.57
9/7/11,0,51.3,59.4,67.4,49.9,1.64,11.04
9/8/11,0.12,56,59.8,63.7,53.5,1.17,6.3
9/9/11,0.11,57.4,59.3,61.3,57.7,0.45,2.25
9/10/11,0.03,58.9,62.7,66.4,59.1,0.38,5.44
9/11/11,0.37,58.6,65.5,72.4,60.1,0.58,9.29
9/12/11,0.02,58.3,67.6,77,60,0.53,14.23
9/13/11,0,59.7,72,84.4,59,0.97,24.21
9/14/11,0,60.7,75,89.3,59.3,2.25,30.41
9/15/11,0.16,46.9,58.5,70.1,51.4,0.8,11.58
9/16/11,0,44.5,54.2,63.9,37.5,1.43,13.83
9/17/11,0,47.4,57,66.6,41.5,1.51,14.58
9/18/11,0.02,51.3,62.2,73.2,48.1,1.33,17.9
9/19/11,0.66,56.7,63.7,70.7,61.3,0.48,6.39
9/20/11,0.33,62.4,65.8,69.1,62.9,0.47,3.47
9/21/11,0.02,62.9,69.9,76.8,62.7,0.68,13
9/22/11,0,53.7,66.5,79.4,57,0.62,19.11
9/23/11,0.67,53.3,61.7,70.2,52,0.35,13.12
9/24/11,0,50.2,58.8,67.4,48.6,0.56,13.65
9/25/11,0.08,52.4,58.3,64.3,53.5,0.29,6.88
9/26/11,2.02,55.3,58.4,61.5,55.5,0.62,3.45
9/27/11,0.04,53.5,60.4,67.2,49.3,0.77,11.64
9/28/11,0.01,53.1,59.7,66.3,50.6,1.1,9.39
9/29/11,0.08,50.2,58.6,66.9,51.8,0.57,9.3
9/30/11,0.06,51.2,64.7,78.2,49.6,0.54,16.9
10/1/11,0,39.7,50.8,61.8,40.3,1.1,10.47
10/2/11,0,36.3,48.4,60.4,36.3,0.38,11.31
10/3/11,0,36.6,51.5,66.5,35.7,0.38,16.6
10/4/11,0,40.5,56.9,73.3,42.3,0.45,19.33
10/5/11,0,44.1,60.3,76.5,45.4,0.45,22.39
10/6/11,0,48.5,64.2,79.9,49.2,0.6,24.2
10/7/11,0,51.3,66.3,81.3,50.8,1.18,24.6
10/8/11,0,51.8,67.6,83.3,52.2,1.22,25.81
10/9/11,0,49.9,65.3,80.6,52.4,0.49,21.98
10/10/11,0,50.8,63.8,76.8,50.3,0.74,19.46
10/11/11,0,51.3,65.2,79.1,51.4,1.19,20.92
10/12/11,0,51.3,64.3,77.3,52,1.04,19.61
10/13/11,0,56.7,62.8,68.9,56.5,0.64,7.76
10/14/11,0.74,49.2,57,64.9,54.2,0.55,4.51
10/15/11,0,47.3,56,64.6,40.7,2.25,12.29
10/16/11,0,47.2,55.7,64.2,37.6,3.17,13.57
10/17/11,0,42.4,60.1,77.8,42,1.77,21.49
10/18/11,0.05,42.2,53.2,64.3,36.7,0.85,14.91
10/19/11,0.56,43.5,46.3,49.2,43,0.26,2.46
10/20/11,1.25,40.6,44.2,47.9,42.7,0.23,1.48
10/21/11,0.17,38.1,41.6,45.1,37.8,0.65,2.57
10/22/11,0,32.8,45.2,57.5,35.3,0.34,8.94
10/23/11,0,32.9,48.2,63.6,36.7,0.26,13.26
10/24/11,0.04,45.3,55.9,66.5,45.8,1.22,11.64
10/25/11,0,40,52.7,65.5,40.1,0.86,13.86
10/26/11,0,42.7,58.6,74.5,42.4,1.66,21.09
10/27/11,0.69,47.3,59.6,72,50.7,0.4,12.86
10/28/11,0.03,36,42.8,49.5,38.6,0.36,3.7
10/29/11,0,34,43.5,53,33.7,0.41,7.77
10/30/11,0,30.3,44.1,57.9,28.3,0.47,12.07
10/31/11,0.1,32.4,46.1,59.8,31.9,0.51,12.38
11/1/11,0,33,46.7,60.4,32.5,0.64,12.17
11/2/11,0,34.8,51.3,67.7,34.1,0.93,16.36
11/3/11,0,43.1,55.5,67.8,37.6,2.61,15.17
11/4/11,0.94,43.7,47.1,50.4,44.8,0.42,3.95
11/5/11,0,32.7,44.5,56.4,33.3,0.91,8.87
11/6/11,0,32.9,46.4,60,33.2,1.04,11.64
11/7/11,0,43.5,53,62.5,39.9,2.03,11.01
11/8/11,0,51.9,59.5,67.1,50.6,1.5,9.11
11/9/11,0.52,52.1,61.8,71.5,51.3,1.14,13.52
11/10/11,0.02,34,49.4,64.8,39,0.79,8.59
11/11/11,0.01,28.1,36.6,45,27.5,0.56,5.49
11/12/11,0,28.4,39,49.5,27.6,0.77,7.29
11/13/11,0,45,53.4,61.7,35.3,4.11,12.43
11/14/11,0.86,57.5,62.9,68.3,53,2.51,9.94
11/15/11,0.18,50.3,61.3,72.2,55.4,0.48,9.16
11/16/11,0,49.6,53.4,57.2,51.1,0.51,3.32
11/17/11,0,33.8,42.6,51.4,26.1,1.59,7.88
11/18/11,0,28,35,42,16.3,1.82,6.34
11/19/11,0,28.6,39.1,49.7,19.9,2.16,9.17
11/20/11,0.04,43,52.5,62,43.3,2.2,8.47
11/21/11,0.49,44.3,51.2,58,46.3,0.41,3.14
11/22/11,0.82,44.7,46.3,47.9,45.8,0.07,0.6
11/23/11,0.33,42.6,51.9,61.3,46.1,0.26,2.58
11/24/11,0,39.9,42.6,45.3,39.5,0.51,1.83
11/25/11,0,36.7,42.6,48.5,40.3,0.05,2.31
11/26/11,0,38.2,49.8,61.5,39.1,0.54,10.19
11/27/11,0.3,47.5,56.6,65.6,49,0.48,10.02
11/28/11,0.84,36.7,42.5,48.4,39.5,0.21,1.28
11/29/11,0.93,37.5,39.7,41.9,38.9,0.3,0.87
11/30/11,0.74,30.3,35.5,40.7,32.6,0.11,1.75
12/1/11,0,23.3,32.4,41.4,24.7,0.3,4.2
12/2/11,0,23.9,34.5,45.1,27.9,0.29,4.83
12/3/11,0,31.2,39,46.8,32.8,0.44,4.45
12/4/11,0.22,39.2,47.7,56.2,34.3,1.54,8.73
12/5/11,1.7,40.1,45.4,50.7,43.6,0.2,2.41
12/6/11,0.66,34.2,38,41.8,36.5,0.26,1
12/7/11,0.02,29.7,32.7,35.8,30.1,0.29,1.3
12/8/11,0,24.4,30.8,37.2,24.5,0.46,2.73
12/9/11,0,24.3,32.9,41.5,25.7,0.41,4.41
12/10/11,0,17.3,27.3,37.2,22.1,0.61,2.2
12/11/11,0,16.4,24.8,33.1,12.2,0.55,4.03
12/12/11,0,18.9,29.2,39.5,17.4,0.55,5
12/13/11,0,21,33.2,45.4,26,0.55,5.96
12/14/11,0.12,35,40.1,45.1,39.3,0.22,1.83
12/15/11,1.07,43.3,50.8,58.4,50.8,0.08,2.94
12/16/11,0.02,31,46.5,62.1,36.4,0.87,5.32
12/17/11,0,25,30.8,36.6,25.2,0.4,2.41
12/18/11,0,25.2,31.5,37.7,26.7,0.27,2.83
12/19/11,0,26.8,36.8,46.9,31.8,0.31,4.92
12/20/11,0.32,41.8,46,50.1,39.3,0.51,4.75
12/21/11,0.55,41.6,48.9,56.2,45.6,0.15,2.37
12/22/11,0.01,42.6,48,53.5,42.5,0.64,2.71
12/23/11,0.01,36.5,40.8,45.1,38.2,0.48,1.97
12/24/11,0,26.7,33.5,40.4,27.6,0.46,3.35
12/25/11,0,26.8,34.6,42.5,27,0.45,4.28
12/26/11,0,25.9,37.6,49.3,27.8,0.33,6.64
12/27/11,0.41,25.3,34.8,44.3,29.7,0.2,4.75
12/28/11,0.53,28.8,32.9,36.9,30.4,0.25,1.58
12/29/11,0,27.8,32.5,37.3,26.9,0.59,2.48
12/30/11,0.02,34.9,43.3,51.8,35.5,0.77,6
12/31/11,0.11,38.1,44.1,50,39.8,0.61,3.14
1/1/12,0,36.5,43.9,51.3,36.1,0.46,4.8
1/2/12,0,27.3,38.6,49.9,23.8,1.51,5.1
1/3/12,0.84,14.1,20.7,27.4,12.5,0.48,2.04
1/4/12,0,13.7,21,28.3,10.1,0.68,2.98
1/5/12,0,25.7,33.8,41.9,22.5,0.62,4.77
1/6/12,0,26.5,39.3,52.1,29,0.63,7.7
1/7/12,0,36.1,47.5,59,33.2,1.48,10.66
1/8/12,0,27.2,38.7,50.3,27.3,0.6,7.56
1/9/12,0,26.6,35.9,45.1,25.3,0.58,5.87
1/10/12,0,27.2,38.8,50.4,24.1,0.88,8.42
1/11/12,0.05,28.4,41.4,54.4,29,0.84,9.17
1/12/12,0.88,38,41.1,44.2,39.5,0.31,1.41
1/13/12,0.08,14.4,26.8,39.3,16.9,0.26,1.32
1/14/12,0.03,13.1,16.2,19.3,11.3,0.48,1.1
1/15/12,0.01,11.1,18.7,26.2,13.4,0.33,1.98
1/16/12,0,11.6,24,36.3,19.7,0.3,3.05
1/17/12,0.51,36.2,46.5,56.8,44.7,0.44,4.35
1/18/12,1.09,22.4,38.8,55.2,29.4,0.65,3.11
1/19/12,0,21.6,26.3,31,16.8,0.95,2.81
1/20/12,0,13.6,23.9,34.3,15,0.71,2.46
1/21/12,0.43,15.3,21.5,27.7,17.2,0.37,1.91
1/22/12,0,21,24.5,27.9,20.7,0.24,0.93
1/23/12,0.57,27.3,41.8,56.3,40.4,0.11,2.1
1/24/12,0,30.8,41.6,52.4,31.9,0.96,3.23
1/25/12,0,26.8,30.1,33.5,24.7,0.67,1.84
1/26/12,0.65,28.1,32.2,36.3,29.9,0.27,1.54
1/27/12,0.36,33.8,37.7,41.6,35.8,0.14,0.93
1/28/12,0.04,31.7,35.4,39,30.1,0.42,2.75
1/29/12,0,29.7,34.4,39.1,20.4,0.94,4.85
1/30/12,0,24.4,33.4,42.4,19.8,0.95,5.49
1/31/12,0,31.5,44.5,57.5,27.7,2.04,10.75
2/1/12,0.22,48.6,53.3,57.9,42.9,0.93,8.18
2/2/12,0,33.5,47.6,61.7,39.8,0.29,10.41
2/3/12,0,30.3,42,53.7,32.9,0.23,7.24
2/4/12,0.11,32.1,43.1,54.1,34.8,0.54,7.78
2/5/12,0.29,36,38.8,41.6,37.2,0.35,1.04
2/6/12,0,25.2,36.3,47.5,28.2,0.28,6.48
2/7/12,0,24.9,36.8,48.7,28.1,0.23,6.49
2/8/12,0,29.3,33.8,38.3,28.5,0.28,2.58
2/9/12,0.01,28.5,32.2,35.9,26.6,0.49,2.24
2/10/12,0,28.6,30.4,32.2,21.9,1.2,2.27
2/11/12,0.16,16.6,25.5,34.4,24,0.35,1.77
2/12/12,0,15,18.6,22.2,7.5,0.83,1.8
2/13/12,0,15.3,25.1,34.8,13.3,0.73,3.64
2/14/12,0.07,19.3,27,34.6,19.6,0.25,4.23
2/15/12,0,30.9,33.3,35.6,30.3,0.31,1.42
2/16/12,0.2,32.3,38.3,44.4,37.6,0.21,2.62
2/17/12,0.02,27.5,37.1,46.6,34.6,0.19,3.22
2/18/12,0,27.2,39.4,51.6,27,0.3,8.47
2/19/12,0,26.9,36.6,46.4,24.6,1,6.05
2/20/12,0,21,30.3,39.5,20.5,0.52,4.45
2/21/12,0.04,21.4,33.7,46,24.1,0.55,6.71
2/22/12,0.14,35.5,41.3,47,35.4,0.91,3.73
2/23/12,0,34.2,45.5,56.7,32.8,0.77,9.97
2/24/12,0.01,35.8,45.5,55.3,38.5,0.7,7.11
2/25/12,0,25.5,34.1,42.7,23.9,1.22,3.8
2/26/12,0.01,20.5,28.4,36.3,16.5,0.7,4.14
2/27/12,0,22.2,37.2,52.3,20.7,0.98,9.82
2/28/12,0,27.5,40.7,53.9,22.2,1.31,10.19
2/29/12,0.24,28.8,46,63.1,34.6,0.77,12.36
3/1/12,0,36.5,52.2,67.9,36.5,1.75,15.44
3/2/12,0,35.9,45.6,55.2,30.4,1.71,8.98
3/3/12,0.11,32.3,49.1,65.8,38.7,0.77,8.15
3/4/12,0,27.9,34.8,41.6,23,1.14,4.67
3/5/12,0.06,26.2,33.7,41.3,22.7,0.42,5.43
3/6/12,0,25.7,32.5,39.2,21.4,0.83,4.37
3/7/12,0,29.1,48.2,67.3,26.8,1.66,17.02
3/8/12,0.05,51.7,60.2,68.8,42.9,3.18,15.46
3/9/12,0.64,33.7,45.4,57.1,35.2,0.55,3.95
3/10/12,0,26.5,36.6,46.7,18.4,1.48,7.71
3/11/12,0,27.6,41.4,55.2,22.5,1.4,10.82
3/12/12,0.07,36,51.3,66.6,37.5,1.39,15.92
3/13/12,0.02,55.2,61.9,68.7,55.6,1.23,8.35
3/14/12,0,49.6,62.7,75.7,49.1,0.72,18.84
3/15/12,0,50.8,65.3,79.8,55.5,1.55,20.73
3/16/12,0.06,54,65.7,77.4,56.5,0.58,15.21
3/17/12,0,51.9,63.3,74.8,54.5,0.39,14.63
3/18/12,0.11,52.5,65.7,78.9,57.7,0.31,16.52
3/19/12,0,59.8,70.2,80.6,57.9,1.89,19.39
3/20/12,0,62.4,71.8,81.3,54.7,4.3,21.68
3/21/12,0,61.3,72.4,83.4,54.6,4.69,24.52
3/22/12,0,61.3,72.5,83.8,53.8,4.62,26.01
3/23/12,0.26,60.4,70.8,81.1,57.5,1.37,21.1
3/24/12,1.96,49.7,59.5,69.3,55.1,0.52,7.8
3/25/12,0,49.4,57.9,66.3,49.5,0.78,11.21
3/26/12,0,49,59,69,51.2,1.12,9.82
3/27/12,0,36.9,47.7,58.5,31.6,2.7,10.36
3/28/12,0,37.3,52.8,68.3,38.4,2.99,16.37
3/29/12,0,45.2,60.9,76.5,41,2.68,23.74
3/30/12,0,45.8,55.5,65.3,40.2,2.1,13.12
3/31/12,0.52,49.7,64.9,80,51.1,1.21,21.07
4/1/12,0.23,45.5,52.3,59.1,45.1,0.76,6.61
4/2/12,0.42,47.7,62.1,76.6,56.4,0.37,12.52
4/3/12,0,51.8,60.4,68.9,45.7,2.92,13.24
4/4/12,0.01,54.4,69.2,84.1,55.7,1.5,23.55
4/5/12,0.91,47.1,56,64.9,46.7,2.15,9.38
4/6/12,0.2,35.7,47.4,59,32.1,1.5,10.61
4/7/12,0,35.6,47.9,60.3,29.6,1.65,12.48
4/8/12,0,39.1,52.9,66.8,32.5,2.38,17.83
4/9/12,0,44.7,54.9,65.1,28.9,3.41,17.04
4/10/12,0,38.7,52.5,66.3,25.5,3.07,18.15
4/11/12,0,29.6,41.7,53.8,22,1.28,10.75
4/12/12,0,31,42.4,53.8,26.3,0.73,9.59
4/13/12,0,33.6,47.3,61,29.5,0.96,13.39
4/14/12,0.13,40.9,52.8,64.8,35.4,1.66,15.54
4/15/12,1.05,51.2,58.3,65.5,54.9,0.21,6.73
4/16/12,0.07,61.6,69.9,78.2,57.2,1.82,17.35
4/17/12,0.04,44.6,54.6,64.5,46.3,0.99,9.59
4/18/12,0,41.1,52.2,63.4,42,0.63,11.55
4/19/12,0,42.4,55.8,69.2,40.8,0.71,16.53
4/20/12,0,48.7,62.1,75.6,43.7,1.82,21.78
4/21/12,0.13,42.6,57.9,73.3,46,0.61,15.57
4/22/12,0,40,45.8,51.6,38.6,0.75,4.98
4/23/12,0,35.9,45.7,55.6,30.1,1.63,9.52
4/24/12,0,36.3,48,59.8,24.6,2.14,13.74
4/25/12,0.12,42.3,52.6,62.9,37.2,1.01,14.39
4/26/12,0,49.6,60.8,72,55.4,0.69,13.03
4/27/12,0,35.8,54.7,73.6,39.9,2.03,15.51
4/28/12,0,38.3,49.7,61.1,28.8,2.88,13.93
4/29/12,0.2,44.8,51,57.2,45.3,0.67,4.84
4/30/12,0,46.4,56.2,66.1,52.4,1.03,7.16
5/1/12,0.39,58.1,69.1,80.1,60.9,0.38,17.53
5/2/12,1.98,57.1,67.1,77.2,63.4,0.02,9.82
5/3/12,0,64.3,75.2,86.1,63.9,1.81,22.73
5/4/12,0,64.8,75.1,85.5,62.3,1.49,23.09
5/5/12,0.07,62.9,71.6,80.4,65.2,0.56,12.66
5/6/12,0,61.6,72.6,83.6,63.7,1.1,18.9
5/7/12,0,62.7,74.1,85.6,64.3,1.3,20.78
5/8/12,0.47,58.3,70.8,83.3,62.4,0.47,18.81
5/9/12,0,52.1,62.6,73.2,50.9,1.49,15.59
5/10/12,0,43.5,56,68.5,44.4,0.98,14.12
5/11/12,0,44.5,57.1,69.7,41.4,1.03,16.7
5/12/12,0,48.7,61.7,74.8,44.7,0.77,20.76
5/13/12,0,55.2,64.7,74.2,50.6,1.08,18.38
5/14/12,0,59,64.6,70.2,55.4,1.88,11.62
5/15/12,0,53.9,65.9,78,52.4,1.63,19.83
5/16/12,0,55.7,68.5,81.4,45.9,3.08,28.49
5/17/12,0,50.2,64.7,79.2,45.6,3.43,22.16
5/18/12,0,49.6,62.2,74.9,40.1,3.16,21.78
5/19/12,0,52.6,67.5,82.3,50.5,2.01,24.83
5/20/12,0,59.8,73.5,87.2,58.1,1.91,28.5
5/21/12,0,62.1,75.2,88.2,59.9,1.41,29.19
5/22/12,0.05,52.3,64.2,76,54,1.93,13.44
5/23/12,0,50.9,63.1,75.3,49.5,1.15,18.64
5/24/12,0,55.3,68,80.7,55.1,1.12,21.95
5/25/12,0,67.4,76.4,85.4,56.6,5.8,28.11
5/26/12,0,67.5,77.6,87.7,65.8,2.56,21.89
5/27/12,0,69.7,80.4,91.1,65.3,3.71,29.52
5/28/12,0,70.5,81,91.5,64.9,4.04,30.79
5/29/12,0.29,68.9,80.3,91.7,65.8,2.28,30.18
5/30/12,0.11,59.1,69.7,80.3,61.1,1.05,15.55
5/31/12,0,53.4,65.7,78,48.8,2.23,21.53
6/1/12,0.23,54.4,66,77.7,56.1,0.58,19.12
6/2/12,0.03,49.2,54.1,58.9,48.3,1.1,5.29
6/3/12,0.02,51.1,60.4,69.7,50.2,0.62,13.72
6/4/12,0,55.9,67.8,79.7,54.8,0.78,21.36
6/5/12,0.07,53.2,61.8,70.3,55.8,1.01,9.32
6/6/12,0,49.8,61.7,73.6,49.6,1.25,16.17
6/7/12,0,51.4,63.2,74.9,48.8,1.28,18.76
6/8/12,0,53.5,67.8,82.1,50.4,1.42,26.56
6/9/12,0,57.3,71.2,85.2,50.7,2.39,30.52
6/10/12,0,61.2,74,86.8,55.4,2.63,30.2
6/11/12,0,66.8,77.2,87.6,62.3,2.29,26.86
6/12/12,0,65.3,74,82.8,66.6,1.03,14.55
6/13/12,0,54.5,68.9,83.2,48.8,3.21,28.58
6/14/12,0,55.4,68.2,81,49.8,3.32,24.02
6/15/12,0,55.7,70.5,85.3,48.7,2.51,31.7
6/16/12,0,63.8,76.9,90,56,3.25,35.55
6/17/12,0,71.7,81,90.4,65.8,5.11,28.42
6/18/12,0.06,70.5,78.2,85.8,66.4,2.97,20.92
6/19/12,0,69.4,80,90.6,63.1,5.08,30.34
6/20/12,0,68.8,80.2,91.7,63,4.77,32.45
6/21/12,0,68.9,80.6,92.3,61.9,5.07,34.38
6/22/12,0,66.3,79.1,91.9,63.4,1.35,33.74
6/23/12,0,59.4,73.7,88,55.1,2.45,31.95
6/24/12,0,62.7,75.5,88.2,54.5,3.79,33.79
6/25/12,0,67.8,79.3,90.9,58.6,4.86,35.19
6/26/12,0,57.1,72.1,87,49.6,5.81,32.77
6/27/12,0,56.9,69.7,82.5,46.2,3.91,28.65
6/28/12,0,60.3,75.5,90.6,51.1,4.44,37.81
6/29/12,0,72.4,87.8,103.2,61.2,8.68,53.39
6/30/12,0,69.9,86.3,102.6,67.5,3.2,48.67
7/1/12,0.04,70.4,84.1,97.8,66.8,2.63,41.48
7/2/12,0,68.2,83.1,98,66.2,2.02,40.08
7/3/12,0,69.3,83.5,97.7,66.1,3.56,39.69
7/4/12,0,72,83.9,95.8,67.3,3.68,36.55
7/5/12,0,74.4,87.6,100.8,69,4.45,45.84
7/6/12,0,74.5,88.6,102.6,66.7,4.86,53.08
7/7/12,0,76.2,89.8,103.3,69.6,4.66,51.86
7/8/12,0,75.9,90.2,104.4,69.4,4.28,55.31
7/9/12,0.03,69,82.3,95.5,67.8,2.22,31.99
7/10/12,0,65.6,77.8,89.9,60.7,3.38,32.35
7/11/12,0,66.5,79.6,92.7,56.8,5.85,39.93
7/12/12,0,67.1,80.1,93.1,56.1,6.14,39.28
7/13/12,0,68.2,80.6,93,63.1,2.2,36.65
7/14/12,0,70.8,79.7,88.6,66.5,2.07,25.94
7/15/12,0.09,69.7,76.9,84.1,70,0.74,14.55
7/16/12,0,70.7,81.2,91.6,69.4,1.75,27.88
7/17/12,0,73.4,84.3,95.2,69.7,3.21,33.99
7/18/12,0.09,74,85.6,97.2,70.9,2.87,35.99
7/19/12,0.37,73.3,85.2,97,70.6,2.49,35.95
7/20/12,0.07,71.7,81.7,91.8,71.4,1.34,24
