Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
12/21/23,0,26.1,38.2,50.3,19.6,1.52,9.22
12/22/23,0,32,41.5,50.9,26,2.04,7.9
12/23/23,0.3,38.3,45.4,52.5,32.4,0.72,8.34
12/24/23,0.05,44.8,47.2,49.5,46.6,0.17,1.51
12/25/23,0,46.2,54.3,62.4,47.4,0.19,6.69
12/26/23,0.38,47.7,53.1,58.5,49.2,0.45,6.3
12/27/23,0,29.3,40,50.6,36.8,0.14,4.03
12/28/23,0,28.7,38.5,48.2,33.4,0.16,5.49
12/29/23,0.04,32.6,35.6,38.6,33.4,0.14,1.11
12/30/23,0.07,32.6,35,37.4,33.3,0.14,1.12
12/31/23,0,32.8,35.4,38,31.6,0.31,1.84
1/1/24,0,30.9,33.7,36.6,28.1,0.5,1.66
1/2/24,0,30.9,34.2,37.4,28.9,0.58,1.97
1/3/24,0,24.4,29.3,34.3,24.3,0.34,2.01
1/4/24,0,24,31.3,38.6,27.1,0.3,2.45
1/5/24,0,19.5,27.9,36.3,21.2,0.38,3.14
1/6/24,0.1,19.3,28.8,38.2,25,0.3,3.3
1/7/24,0.04,32.1,34.1,36.2,32.4,0.19,0.79
1/8/24,0,29.5,33.1,36.7,29.2,0.41,2
1/9/24,1.11,29.9,35,40.2,30.8,0.3,2.85
1/10/24,0.57,33.2,39.9,46.6,36.1,0.19,1.63
1/11/24,0,30.9,34.4,37.8,27.8,0.67,2.54
1/12/24,0.13,32.9,38.7,44.5,30.3,0.73,3.99
1/13/24,0.85,18,31.5,44.9,29.8,0.24,1.74
1/14/24,0.04,0.8,12.9,25.1,10.8,0.39,1.37
1/15/24,0,-1.7,2.2,6.2,-8.7,0.42,0.97
1/16/24,0,-1.7,4,9.6,-3.8,0.4,1.06
1/17/24,0,3.7,8.6,13.5,-3.2,0.46,1.45
1/18/24,0,5.6,17.4,29.2,4.4,0.65,3.5
1/19/24,0.09,21.2,26.9,32.6,15.5,0.39,3.56
1/20/24,0,-0.5,10.1,20.6,3.1,0.32,1.11
1/21/24,0,-2,7.8,17.7,-0.7,0.25,1.54
1/22/24,0,-1.7,11.7,25,5.5,0.26,2.47
1/23/24,0.27,21.8,31.5,41.2,21,0.58,5.58
1/24/24,0.51,35.8,41.3,46.9,41.2,0.06,0.68
1/25/24,0.43,45.5,49.1,52.7,49.6,0,0.21
1/26/24,0.32,42.1,47.8,53.4,49.3,0,0.12
1/27/24,0.01,38.8,41.1,43.5,39.4,0.23,1.02
1/28/24,0.92,37.3,39.5,41.7,37.7,0.17,1.02
1/29/24,0.17,32.6,37.3,41.9,33.8,0.32,1.94
1/30/24,0,30.8,33.2,35.6,29.2,0.34,1.43
1/31/24,0.13,32.3,35,37.8,33.9,0.17,0.75
2/1/24,0,31.3,37.2,43,33.3,0.25,2.8
2/2/24,0,32.1,43.5,54.8,38,0.18,6.08
2/3/24,0,28,37.3,46.5,32.9,0.23,3.52
2/4/24,0,27.7,39.2,50.7,30.4,0.31,6.51
2/5/24,0,28.8,41.8,54.9,28.6,0.68,9.22
2/6/24,0,28.5,41.3,54.1,27.2,0.44,9.51
2/7/24,0,27.6,36.3,45.1,28.3,0.33,4.52
2/8/24,0,28.9,42,55.2,29.9,0.59,9.06
2/9/24,0,44.7,53.7,62.7,39.2,3.41,12.54
2/10/24,0.32,49.4,57.3,65.2,49.3,0.36,10.58
2/11/24,0,32.2,41.5,50.9,35,0.41,5.08
2/12/24,0,29.9,38.8,47.6,29,0.64,5.77
2/13/24,0,29.9,38.8,47.7,27.3,0.7,5.89
2/14/24,0,31,40.4,49.8,26.4,1.34,7.53
2/15/24,0,31.8,41.9,52,26.8,1.37,8.17
2/16/24,0,30.9,42.1,53.3,29.6,1.17,6.41
2/17/24,0.41,16.6,26.2,35.8,21.4,0.22,3.41
2/18/24,0,12.2,17.5,22.7,6.1,0.58,2.31
2/19/24,0,16.1,27.6,39,16.8,0.54,4.47
2/20/24,0,20.2,34.4,48.6,24.2,0.47,6.95
2/21/24,0,26.5,42.2,57.9,25.3,0.67,12.02
2/22/24,0,34.7,50.5,66.4,35.4,2.23,15.13
2/23/24,0.09,34.3,46.2,58.1,44.9,0.07,6.01
2/24/24,0,31.7,42.5,53.3,33.5,0.25,7.6
2/25/24,0,26,31.2,36.4,21.5,0.73,3.5
2/26/24,0,28.5,43.6,58.7,30.6,0.93,10.74
2/27/24,0,35.3,54.7,74,42.7,1.09,22.03
2/28/24,0.12,38.1,54.4,70.8,54.5,0.74,9.54
2/29/24,0.04,21.7,29.8,37.9,17.7,0.71,3.73
3/1/24,0,20.3,32.4,44.5,13.2,1.07,7.13
3/2/24,0.01,29.3,36.1,43,33.2,0.09,4.24
3/3/24,0,35.3,42.1,48.8,40.5,0.01,2.17
3/4/24,0,36.2,52.2,68.1,47.8,0,12.73
3/5/24,0,55.4,66.1,76.8,55.1,0.38,16.94
3/6/24,0.54,47.5,56.9,66.2,55,0.17,5.32
3/7/24,0,44.7,48.5,52.2,45.4,0.18,1.47
3/8/24,0.12,44.7,48.7,52.6,44.5,0.35,3.13
3/9/24,0.53,44.2,50.7,57.1,51.5,0.2,1.51
3/10/24,0,30.4,38,45.7,32.3,0.25,3.86
3/11/24,0,25.9,36.3,46.6,20.8,0.7,7.22
3/12/24,0,25.8,43.2,60.5,27.1,0.91,12.89
3/13/24,0,42.1,55.7,69.4,33.9,3.09,18.23
3/14/24,0.63,45.4,59.9,74.5,44.9,2.19,19.99
3/15/24,0.87,47.2,60.8,74.3,55.8,0.25,10.38
3/16/24,0,34.6,46.1,57.7,40.2,0.16,7.12
3/17/24,0,35.1,49.1,63.1,33.7,0.42,12.52
3/18/24,0,27.4,37.5,47.6,19,1.48,7.45
3/19/24,0,26.2,30.6,35.1,17.3,1.26,3.72
3/20/24,0,26.4,40.7,55,24.1,1.47,10.11
3/21/24,0,26.9,40.2,53.5,16,1.83,10.6
3/22/24,0,27.9,36.7,45.6,14.2,2.18,7.24
3/23/24,0,32.1,40.2,48.3,28.2,1.04,6.83
3/24/24,0,29.1,38,46.8,22,1.05,6.68
3/25/24,0,31.8,43.4,55.1,21.7,2.14,10.81
3/26/24,0.43,48.7,59.1,69.4,39.1,0.67,16.42
3/27/24,0.04,37.7,51.8,65.9,40.6,1.32,9.97
3/28/24,0,27.7,38.3,48.8,26.4,0.5,6.76
3/29/24,0,29,43.5,58.1,29.5,0.73,10.95
3/30/24,0,45.1,58,70.8,33.1,3.54,19.59
3/31/24,0.06,47.5,62,76.6,46.3,0.58,19.72
4/1/24,0.14,46.7,58,69.3,52.9,0.35,9.6
4/2/24,1.48,53.1,62.8,72.5,58.1,0.4,9.68
4/3/24,0.65,38.9,53.9,68.9,48.4,0.37,6.88
4/4/24,0.15,34.9,39.9,45,33.8,0.42,3.68
4/5/24,0.07,36.1,39.2,42.2,35.6,0.32,2.29
4/6/24,0.02,30.1,38.6,47.1,33.4,0.27,4.28
4/7/24,0,30.6,44,57.4,31.3,0.42,10.32
4/8/24,0.15,41.8,53.7,65.6,39.8,0.87,14.21
4/9/24,0,48.2,62.4,76.5,49.3,0.62,21.91
4/10/24,1.28,55.4,62.5,69.5,57,0.47,8.39
4/11/24,1.56,55.4,57.9,60.4,57.6,0.28,2.15
4/12/24,0.17,47.2,54.7,62.2,50.1,0.25,3.16
4/13/24,0.26,44.1,52.6,61.1,41.2,0.71,9.87
4/14/24,0,46.4,58.4,70.3,38.8,3.74,17.88
4/15/24,0,62.8,72.1,81.4,53,3.98,22.8
4/16/24,0,61,73.1,85.2,54.7,3.48,27.16
4/17/24,0.2,61.8,71.9,82,56.5,1.1,22.7
4/18/24,0,48.1,62.7,77.2,52.1,0.96,18.24
4/19/24,0.53,49.5,64.3,79,51.7,0.44,21.11
4/20/24,0,42.7,51.6,60.6,36.8,1.26,11.27
4/21/24,0,35.5,45.7,55.9,26.7,2.06,10.58
4/22/24,0,33,43.7,54.3,28.9,0.56,9.3
4/23/24,0,37,51,64.9,31.8,1.24,15.37
4/24/24,0.15,47.1,56,64.9,45.8,0.74,11.9
4/25/24,0,33.8,45.6,57.5,38.6,0.33,7.56
4/26/24,0,37.7,49.4,61.1,35.3,0.69,11.49
4/27/24,0,46.8,58.8,70.8,50.7,3.36,14.81
4/28/24,0,65.2,71.8,78.5,58.4,4.47,17.3
4/29/24,0,63,71.9,80.9,58.8,3.05,19.37
4/30/24,0.9,58.8,66.8,74.7,60.4,0.37,11.96
5/1/24,0,53.6,65.4,77.3,52.2,0.39,21.01
5/2/24,0,58,69.6,81.2,61,0.63,16.42
5/3/24,0.21,62.3,74.3,86.3,61,0.34,26.18
5/4/24,0.01,61.9,67.4,72.9,63.5,0.45,7.61
5/5/24,0,60.9,70.7,80.5,62.9,0.43,16.49
5/6/24,0.01,60.2,69,77.8,59.5,0.87,15.41
5/7/24,0.09,60.6,69.1,77.6,63.4,0.12,12.6
5/8/24,1.45,60,69.9,79.7,66,0.15,10.39
5/9/24,0.22,61,70.8,80.7,63.1,0.37,18.69
5/10/24,0.1,51,63.1,75.2,57.6,0.46,9.92
5/11/24,0,51.5,59.7,68,48.6,1.21,12.77
5/12/24,0,46.9,59.2,71.5,43.8,0.79,17.97
5/13/24,0,51.3,65.6,79.8,49.8,1.41,23.59
5/14/24,0,58.1,69,80,54.5,0.51,22.01
5/15/24,0.96,59.9,62.9,65.8,62.2,0.05,2.15
5/16/24,0.12,56.6,65,73.4,61.6,0.17,8.78
5/17/24,0.56,60,68.3,76.6,62.3,0.31,13.54
5/18/24,0.23,60.3,67.2,74,63.1,0.22,8.14
5/19/24,0,59.1,70.2,81.3,62.6,0.14,17.92
5/20/24,0,61.6,74.8,87.9,62.8,0.63,27.49
5/21/24,0,63.4,74.9,86.5,62.8,0.97,25.33
5/22/24,0.04,66.1,76.8,87.4,64.8,0.97,23.05
5/23/24,0,60.7,72,83.3,62.7,1.12,19.08
5/24/24,0.06,61.7,69.5,77.2,63.1,0.31,12.84
5/25/24,0,62.1,71.7,81.3,65.2,0.44,13.36
5/26/24,0,61.9,71.4,80.9,63.4,0.87,14.64
5/27/24,1.48,60.1,68,75.9,64.9,0.06,8.34
5/28/24,0,58.9,66.5,74.1,58.8,0.97,11.85
5/29/24,0,52.6,64.3,76.1,53.4,0.99,16.63
5/30/24,0,50.4,61.1,71.9,52.2,0.39,13.84
5/31/24,0,52.6,64.8,77,48.8,1.74,21.6
6/1/24,0,57.9,67.3,76.8,47.3,4.97,20.84
6/2/24,0.53,61.2,66.2,71.3,61.1,0.08,9.8
6/3/24,0.02,61.1,69,77,64.5,0.25,9.67
6/4/24,0,63.7,73.8,83.9,64,0.69,20.39
6/5/24,0.07,66.6,75.3,84,68,0.4,15.32
6/6/24,0.45,63.1,72,80.9,68.2,0.25,10.9
6/7/24,0,59.1,70.7,82.3,53.6,2.89,24.59
6/8/24,0,56.8,69.3,81.7,50.1,2.02,26.53
6/9/24,0,58.4,67.9,77.4,59.1,1.62,14.58
6/10/24,0,57.1,68.3,79.5,52.3,2.57,22.28
6/11/24,0,44.8,55.9,66.9,47.8,0.81,10.01
6/12/24,0,48.5,62.4,76.4,45.1,0.89,22.36
6/13/24,0,57.6,70.9,84.2,53,3,26.12
6/14/24,0.25,64.8,76,87.2,59.8,1.4,27.89
6/15/24,0.03,64,76,88,61.5,3.63,25.13
6/16/24,0,60.8,73.2,85.7,53,4.7,28.7
6/17/24,0,64.8,78.4,92,66.6,3.28,28.81
6/18/24,0.02,71.6,82.2,92.9,69.9,2.15,28.3
6/19/24,0,72.6,80,87.4,72,1.39,18.67
6/20/24,0,69.1,79.6,90,70.8,1.07,22.71
6/21/24,0,69.6,80.3,91,68,2.09,27.65
6/22/24,0,70.9,81.4,91.9,68.5,2.22,27.98
6/23/24,0.55,72.4,81.9,91.4,68.3,1.12,27.55
6/24/24,0.01,63.3,74.7,86.2,68.7,0.7,18.01
6/25/24,0,65.5,75.7,85.8,62.6,1.69,24.31
6/26/24,0.06,67.5,77.8,88.2,67.1,0.78,20.54
6/27/24,0.06,61.4,70.6,79.8,66.5,0.3,9.68
6/28/24,0,63.7,73.7,83.8,61.9,0.99,20.76
6/29/24,0,66.7,77.3,88,68.8,3.78,23.17
6/30/24,0.05,71.8,79.1,86.4,74,1.19,11.88
7/1/24,0,54.6,66.7,78.8,57.5,1.2,15.72
7/2/24,0,55.4,66.2,76.9,53.4,1.45,18.1
7/3/24,0,59.8,73.7,87.5,61.2,2.89,27.83
7/4/24,0,72.2,79.7,87.3,72.4,0.41,17.22
7/5/24,0.83,66.7,76.3,85.8,71.6,0.03,13.96
7/6/24,0.38,63.1,73.4,83.8,67.1,0.23,16.93
7/7/24,0,62.3,72.9,83.4,63.6,0.59,19.56
7/8/24,0,64.4,75.7,87,64.8,0.58,24.42
7/9/24,0.01,68,78.2,88.4,68.8,0.66,24.2
7/10/24,1.08,64.8,72.9,81.1,70,0.14,8.86
7/11/24,0.03,64.6,73.9,83.2,65.2,0.51,18.2
7/12/24,0.07,66.8,76.3,85.9,68.5,0.43,18.75
7/13/24,0,68.1,78,87.8,69.8,0.6,21.07
7/14/24,0,69.3,79.6,90,70.7,0.62,23.32
7/15/24,0,71.1,81,91,73.2,1.74,20.59
7/16/24,1.33,68.4,80.1,91.8,72.8,0.64,19.86
7/17/24,0.33,68.5,76.7,84.9,70,0.81,16.24
7/18/24,0.15,60.5,73.1,85.6,65.9,1.7,15.98
7/19/24,0,56.7,66.7,76.7,56.7,0.82,15.22
7/20/24,0,58.1,69.1,80,58.3,0.73,18.69
7/21/24,0,62.1,72.6,83.2,60.5,1.69,20.87
7/22/24,0,64.7,72.8,80.9,63.2,1.05,16.38
7/23/24,0,63.7,73.7,83.6,65.7,0.72,17.65
7/24/24,0.01,65.7,76,86.3,66,0.77,22.49
7/25/24,0.06,65.6,76.6,87.7,67,0.45,22.23
7/26/24,0,61.2,72.7,84.1,64.9,0.71,16.54
7/27/24,0,59.4,71.6,83.8,60.6,1.35,21.66
7/28/24,0,62.3,74,85.6,63.3,2.45,22.62
7/29/24,0.32,69.5,75.6,81.6,71.3,0.47,8.42
7/30/24,0.34,69.7,77.8,86,72.7,0.32,13.27
7/31/24,0,68.8,78.9,89,71.3,0.44,19.79
8/1/24,0.12,69.2,78.5,87.8,71,0.45,14.24
8/2/24,0.32,69.9,79,88.2,72.1,0.04,15.56
8/3/24,0.11,67.9,76.6,85.2,70,0.26,16.04
8/4/24,0,67.3,77.5,87.8,70,0.47,19.72
8/5/24,0,68.6,79.4,90.2,70.9,0.49,24.14
8/6/24,0,70.5,81.1,91.6,72.3,0.72,24.73
8/7/24,0.06,68.8,80.2,91.7,72.7,0.41,22.18
8/8/24,0,63.6,72.8,81.9,67.3,0.48,11.72
8/9/24,0,64.4,74,83.5,65.6,1.23,16.13
8/10/24,0,55.5,68.4,81.3,59.2,0.89,18.33
8/11/24,0,56.5,67.1,77.8,54.4,1.11,19.24
8/12/24,0,55.4,66.5,77.5,55.3,0.61,17.96
8/13/24,0,58.7,69,79.4,60,0.71,18.62
8/14/24,0,60.2,71.8,83.3,60.6,0.8,22.06
8/15/24,0,61.8,74,86.3,62.1,0.92,24.62
8/16/24,0.99,66,75.6,85.3,67.2,0.35,19.82
8/17/24,0.37,69.8,77.8,85.7,71,0.56,15.07
8/18/24,0,67.1,76.7,86.3,67.4,0.85,19.94
8/19/24,0.17,64.9,73.7,82.5,66.1,0.68,14.38
8/20/24,0,56,67.3,78.6,59.3,0.71,15.4
8/21/24,0,50.4,62.1,73.7,52.3,0.39,14.9
8/22/24,0,50.2,62,73.8,51.1,0.61,15.44
8/23/24,0,51.4,64.3,77.2,52.6,0.6,18.44
8/24/24,0,54.1,69.2,84.2,60.5,0.54,21.42
8/25/24,0,64.4,77.2,90,66.8,0.62,26.12
8/26/24,0,66.1,78.3,90.5,66.3,1.11,28.16
8/27/24,0,67.4,79.3,91.2,66.3,1.57,28.75
8/28/24,0,67.6,80.6,93.6,68.7,1.17,29.45
8/29/24,0,70.3,81.3,92.3,69.8,1.52,26.98
8/30/24,0.01,69.9,82.1,94.3,70.4,1.22,29.99
8/31/24,0.02,70.1,82.6,95.1,70.6,0.95,31.96
9/1/24,0.24,62.6,73.6,84.6,69.1,0.53,13.89
9/2/24,0,58.2,72.3,86.4,59.5,1.37,23.43
9/3/24,0,52.3,64.8,77.2,49.2,2.29,20.46
9/4/24,0,53.4,64.8,76.1,50.5,2.07,18.65
9/5/24,0,56.2,71,85.8,61.3,0.85,21.98
9/6/24,0,63.7,76.7,89.7,64.8,0.83,27.3
9/7/24,0,50.5,66.6,82.8,57.5,1.16,16.06
9/8/24,0,43,56,69,45.4,0.53,14.14
9/9/24,0,42.3,55.7,69.1,43.1,0.39,16.12
9/10/24,0,43.9,61.3,78.7,46.7,0.41,24.01
9/11/24,0,50.6,67.7,84.8,51.5,0.79,29.19
9/12/24,0,53.8,70.2,86.6,52.6,1.08,31.17
9/13/24,0,57.8,72.7,87.6,54.8,2.25,31.17
9/14/24,0,64.2,71.9,79.6,63.2,1.43,14.12
9/15/24,0,61.8,75.5,89.2,61.1,2.23,28.45
9/16/24,0,57.9,73,88.1,56.7,2.57,29.06
9/17/24,0,55.8,72,88.2,54.7,1.81,31.84
9/18/24,0,55.4,71.1,86.8,51.6,1.6,32.97
9/19/24,0,58.7,73.2,87.8,59.4,1.4,27.54
9/20/24,0,60,75.4,90.8,59.2,1.33,33.48
9/21/24,0,60.9,75.5,90.2,65.3,0.57,28.31
9/22/24,0,64.1,77.9,91.8,64.5,0.85,32.47
9/23/24,0.06,64.1,70.6,77.1,68.1,0.4,7.8
9/24/24,0.59,63.8,69.3,74.7,66,0.04,8.38
9/25/24,0.08,61.2,70.5,79.9,64.9,0.38,13.71
9/26/24,0,57.3,66.8,76.2,58.9,0.42,14.74
9/27/24,0.46,57.2,68.2,79.2,63.3,0.33,15.1
9/28/24,1.36,62.9,65.9,69,65.1,0,2.28
9/29/24,0.34,63.7,65.1,66.5,64.7,0,0.56
9/30/24,0.34,64.2,66.8,69.4,66.2,0.15,1.43
10/1/24,0,61.1,68.3,75.5,65.1,0.15,7.95
10/2/24,0.13,47.1,63.9,80.6,57,0.32,15.1
10/3/24,0,46.6,59.7,72.8,46.9,0.46,18.27
10/4/24,0,47.3,62.7,78,51.1,0.34,21.17
10/5/24,0,51.1,66.5,81.9,54.1,0.56,24.2
10/6/24,0,59.5,71,82.4,57.2,1.84,22.48
10/7/24,0,50.1,66.2,82.3,50.4,1.64,23.25
10/8/24,0,44.3,57.3,70.3,43.9,1.09,15.94
10/9/24,0,42.8,57.2,71.6,42.3,0.54,17.95
10/10/24,0,45.8,61.4,77,46,0.76,22.03
10/11/24,0,45,59.9,74.8,44.8,0.6,19.31
10/12/24,0,44.7,61.7,78.6,49.3,0.52,21.54
10/13/24,0,51.3,65.5,79.7,55.9,0.99,18.74
10/14/24,0,46.1,59.3,72.5,43.9,3.32,16
10/15/24,0,45.6,52.3,59,39.7,2.27,9.62
10/16/24,0.06,38.3,45.6,53,36.8,0.64,7.04
10/17/24,0,32.1,43.8,55.6,36.4,0.21,7.22
10/18/24,0,32.3,48,63.7,33,0.27,14.83
10/19/24,0,35.7,51.7,67.7,38.5,0.47,15.47
10/20/24,0,37.9,54.7,71.5,41.2,0.43,17.71
10/21/24,0,39,56.5,74,43.1,0.41,19.4
10/22/24,0,42.6,59.2,75.8,44.6,0.52,20.62
10/23/24,0,44,61,78,45.8,0.71,23.25
10/24/24,0,37.9,56.8,75.8,43.9,0.38,20.49
10/25/24,0,37.6,51.6,65.5,41.7,0.31,12.78
10/26/24,0.03,46,59.4,72.8,50.4,1.32,12.69
10/27/24,0,34.5,48.7,62.9,34.7,0.51,13.63
10/28/24,0,33.8,48.3,62.7,32,0.6,13.85
10/29/24,0,35.2,52.4,69.6,48.9,0.82,14.26
10/30/24,0,59.3,69.2,79.1,57.6,1.23,18.23
10/31/24,0,59.2,68.7,78.2,57.4,1.8,17.8
11/1/24,0.16,41.6,55.3,68.9,53.8,0.61,4.53
11/2/24,0,35.1,46.4,57.7,37,0.39,8.5
11/3/24,0,34.9,49.3,63.7,37.2,0.39,13.21
11/4/24,0.02,45.1,58,70.9,52.1,2.53,12.44
11/5/24,0.1,64,68,72,59.1,2.73,9.88
11/6/24,1.55,60.8,68.9,77,60.8,0.44,15.16
11/7/24,0,49.8,60.4,70.9,55.5,0.35,9.29
11/8/24,0,38,49.5,60.9,43.3,0.24,7.66
11/9/24,0,37.2,50,62.8,40.5,0.24,10.98
11/10/24,0.58,44.8,54.1,63.3,44.4,0.5,11.22
11/11/24,0.42,43.8,56.1,68.5,52.3,0.3,9.29
11/12/24,0,36.9,50.1,63.3,41.5,0.66,9.4
11/13/24,0,35.9,44.3,52.6,35.9,0.76,5.77
11/14/24,1.52,38.2,46.4,54.5,45.1,0.25,5.29
11/15/24,0.32,47,51.3,55.6,48.9,0.18,2.35
11/16/24,0,46.1,47.2,48.3,43.1,0.78,2.37
11/17/24,0,39.1,47.2,55.4,41.3,0.36,5.71
11/18/24,0,39,52.3,65.6,49.3,0.39,9.44
11/19/24,0.29,55.8,61.8,67.8,55.1,0.71,8.34
11/20/24,0.03,43.2,56.6,70.1,51.3,0.28,11.85
11/21/24,0.15,33.2,43,52.8,32.6,0.41,7.66
11/22/24,0.11,30.5,33.8,37.2,30.1,0.2,2.17
11/23/24,0.04,34.4,39,43.6,37.9,0.42,1.72
11/24/24,0,35.3,37.6,39.9,35.8,0.28,1.15
11/25/24,0,35.7,47.7,59.7,39.5,0.35,9.13
11/26/24,0.1,32.4,46.9,61.5,45,0.53,5.41
11/27/24,0,31,38,44.9,27.5,0.9,5.65
11/28/24,0.42,36,40.2,44.4,35.3,0.4,3.34
11/29/24,0,28.4,34.1,39.8,28.5,0.49,2.14
11/30/24,0,17,24.7,32.4,15.3,0.79,2.76
12/1/24,0.01,16.4,25.1,33.8,17,0.49,4.24
12/2/24,0,16.1,23.7,31.3,12.4,0.5,3.43
12/3/24,0.02,15.6,21.7,27.9,16,0.43,2.38
12/4/24,0,19.8,23.4,27.1,17.2,0.57,1.38
12/5/24,0,14.3,30.7,47.2,23.7,0.97,4.68
12/6/24,0,13,18.1,23.1,6.3,0.69,2.1
12/7/24,0,13.2,22.7,32.2,11.4,0.6,3.72
12/8/24,0,21.4,34.5,47.5,22.3,1.17,7.26
12/9/24,0.42,41.6,50.8,60.1,41.6,0.39,9.64
12/10/24,0.03,40.7,46.8,52.9,44.5,0.19,3.39
12/11/24,0.02,28.8,38.7,48.6,32.2,0.2,4.45
12/12/24,0,16.8,26.1,35.4,17.6,0.61,2.66
12/13/24,0,16,21.1,26.2,9.6,0.63,2.79
12/14/24,0,20.1,27.4,34.7,20.6,0.55,2.8
12/15/24,0.53,27.4,37.3,47.3,34.2,0.37,5.21
12/16/24,0.13,44.7,49.4,54.1,47.4,0.24,2.89
12/17/24,1.17,37.2,48.2,59.1,47.1,0.2,4.48
12/18/24,0.31,34.7,44,53.2,32.4,0.49,8.34
12/19/24,0.03,29.6,36.1,42.5,30.9,0.38,2.39
12/20/24,0.02,29.8,34.6,39.4,28.3,0.52,2.95
12/21/24,0.02,25.7,30.5,35.3,26.9,0.32,1.66
12/22/24,0,18.5,26.6,34.6,19,0.3,3.33
12/23/24,0,18.3,26.5,34.7,18.2,0.41,3.21
12/24/24,0,27.2,36.6,46.1,28.9,1.15,5.43
12/25/24,0,37.9,43.5,49.2,38.1,0.49,3.82
12/26/24,0.26,41.1,43.4,45.7,41.8,0.33,1.48
12/27/24,0.01,43.7,47.8,51.9,42.3,0.62,3.81
12/28/24,0.2,47.5,51.1,54.7,48.9,0.46,3.2
12/29/24,0.98,50.4,55,59.6,52.7,0.11,3.83
12/30/24,0.24,41.3,50,58.7,44.6,0.34,2.56
12/31/24,0.47,41.3,46.6,51.9,41.2,0.46,4.52
1/1/25,0.35,31.9,40.7,49.4,38.2,0.14,1.55
1/2/25,0,27.5,30.7,34,23.8,0.64,2.6
1/3/25,0,26.8,33.8,40.9,26.5,0.66,4.01
1/4/25,0,15.2,22.2,29.1,14,0.5,2.4
1/5/25,0,14.5,21.1,27.7,11.6,0.48,2.71
1/6/25,0.8,20.4,21.8,23.2,19.1,0.24,1.57
1/7/25,0.08,16.4,21.5,26.5,18.4,0.28,1.22
1/8/25,0,18.5,23.2,27.9,17.1,0.57,1.69
1/9/25,0,3.7,14.8,26,10.4,0.19,2.19
1/10/25,0,2.8,14.7,26.5,8.1,0.27,2.73
1/11/25,0.33,19.2,22.9,26.5,21,0.26,1.14
1/12/25,0,22.8,27.3,31.8,22.5,0.43,2.07
1/13/25,0,20.5,29.8,39.2,25.5,0.49,3.09
1/14/25,0,5.7,15.2,24.7,6.3,0.38,2.29
1/15/25,0,-0.4,12.7,25.8,4.1,0.22,2.23
1/16/25,0,-1.2,13,27.1,5.5,0.26,2.61
1/17/25,0,21.3,29.1,36.9,24.8,0.22,2.54
1/18/25,0.15,22.1,34.2,46.3,29.5,0.19,4.95
1/19/25,0.02,22.7,29.7,36.7,25.2,0.12,1.84
1/20/25,0,0.2,11.5,22.8,2.3,0.47,1.5
1/21/25,0,-0.3,6.7,13.7,-5.8,0.46,1.82
1/22/25,0,-3.3,1.9,7,-9.4,0.33,1.16
1/23/25,0,-1,11.2,23.3,0.8,0.45,2.61
1/24/25,0,7.4,18.8,30.3,14.7,0.34,1.85
1/25/25,0,6.2,15.7,25.2,7.5,0.32,2.43
1/26/25,0,22.8,32.3,41.8,20.7,1.25,5
1/27/25,0,16.7,26.7,36.7,17.3,0.44,4.12
1/28/25,0,15,25.9,36.9,16.2,0.42,4.82
1/29/25,0,29.4,38.1,46.8,25.9,1.65,6.44
1/30/25,0,26.4,37.2,48,26.3,0.52,6.66
1/31/25,0.19,26.1,35.6,45.1,34.6,0.15,4.9
2/1/25,0.03,29.5,41.8,54,40.6,0,3.88
2/2/25,0,28.7,34.3,39.9,24.7,0.78,3.78
2/3/25,0,33.9,45.2,56.6,39,0.77,6.16
2/4/25,0,35.1,52.6,70.1,44.5,0.51,13.13
2/5/25,0,32.2,38.4,44.6,27.3,0.96,4.86
2/6/25,0.28,31.9,37.6,43.4,30.2,0.13,2.58
2/7/25,0,27.7,36,44.3,30.9,0.19,2.87
2/8/25,0,27.2,33.3,39.4,19,1.61,5.04
2/9/25,0.03,31,36.7,42.4,31.9,0.21,2.42
2/10/25,0,21.2,27.5,33.8,23.3,0.31,2.19
2/11/25,0,20.1,29.7,39.4,18.2,0.4,5.23
2/12/25,0.01,30.5,33,35.6,24.1,0.85,3.3
2/13/25,0.17,27.7,31.2,34.7,30.2,0.11,1.17
2/14/25,0,10.2,19.3,28.3,13.6,0.35,2
2/15/25,0.41,10.3,22.3,34.3,15.5,0.29,4.26
2/16/25,1.67,28.5,34.6,40.8,36.3,0.03,0.51
2/17/25,0.06,9.2,19.1,29.1,18.8,0.09,1.21
2/18/25,0.02,8.3,14.8,21.3,5.8,0.48,1.93
2/19/25,0.01,9.6,13.7,17.8,4.4,0.48,1.62
2/20/25,0.06,5.2,12.8,20.4,8.5,0.31,1.49
2/21/25,0,4.6,12.2,19.7,4.5,0.33,1.7
2/22/25,0,11.3,21.1,30.8,12.4,0.35,2.68
2/23/25,0,15.4,25.7,36.1,14.3,0.54,4.39
2/24/25,0,21,34.3,47.6,22.5,0.88,6.98
2/25/25,0.04,32,44.1,56.2,32.1,0.54,9.2
2/26/25,0,31.6,46.5,61.5,36.5,0.25,10.54
2/27/25,0,33.7,50.1,66.4,42.4,0.48,11.62
2/28/25,0,31.7,44.6,57.6,32.7,0.79,9.65
